evidence_id,candidate_id,source_file,source_line,source_entity,source_entity_type,source_block_id,source_asset_id,source_is_outermost,target_file,target_line,target_entity,target_entity_type,target_block_id,target_asset_id,target_is_outermost,dependency_kind,code_snippet,source_products,target_products
D1674,RC-0726,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,73,TankManager$$TankWar.init,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,18,TankManager$$TankWar.maler,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,FIELD_REFERENCE,maler.init();,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1675,RC-0726,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,74,TankManager$$TankWar.init,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,18,TankManager$$TankWar.maler,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,FIELD_REFERENCE,screenWidth = maler.getScreenWidth();,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1678,RC-0726,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,75,TankManager$$TankWar.init,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,18,TankManager$$TankWar.maler,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,FIELD_REFERENCE,screenHeight = maler.getScreenHeight();,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1679,RC-0727,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,75,TankManager$$TankWar.init,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,20,TankManager$$TankWar.screenHeight,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,FIELD_REFERENCE,screenHeight = maler.getScreenHeight();,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1676,RC-0728,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,74,TankManager$$TankWar.init,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,20,TankManager$$TankWar.screenWidth,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,FIELD_REFERENCE,screenWidth = maler.getScreenWidth();,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1681,RC-0728,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,76,TankManager$$TankWar.init,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,20,TankManager$$TankWar.screenWidth,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,FIELD_REFERENCE,koernigkeit = screenWidth / 30;,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1688,RC-0729,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,85,TankManager$$TankWar.keyPressBehandeln,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,18,TankManager$$TankWar.maler,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,FIELD_REFERENCE,maler.keyPressedBehandeln(key);,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1690,RC-0729,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,89,TankManager$$TankWar.keyPressBehandeln,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,18,TankManager$$TankWar.maler,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,FIELD_REFERENCE,maler.setStatus(GameManager.PAUSE);,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1691,RC-0729,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,93,TankManager$$TankWar.keyPressBehandeln,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,18,TankManager$$TankWar.maler,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,FIELD_REFERENCE,maler.setStatus(GameManager.EXIT);,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1687,RC-0730,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,84,TankManager$$TankWar.keyPressBehandeln,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,19,TankManager$$TankWar.status,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,FIELD_REFERENCE,if (status != GameManager.SPIELEN) {,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1692,RC-0731,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,95,TankManager$$TankWar.keyPressBehandeln,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,23,TankManager$$TankWar.tank1,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,FIELD_REFERENCE,if (tank1 != null),TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1693,RC-0731,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,96,TankManager$$TankWar.keyPressBehandeln,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,23,TankManager$$TankWar.tank1,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,FIELD_REFERENCE,tank1.keyPressBehandeln(key);,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1536,RC-0732,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,100,TankManager$$TankWar.keyReleaseBehandeln,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,19,TankManager$$TankWar.status,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,FIELD_REFERENCE,if (status == GameManager.SPIELEN) {,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1537,RC-0733,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,101,TankManager$$TankWar.keyReleaseBehandeln,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,23,TankManager$$TankWar.tank1,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,FIELD_REFERENCE,if (tank1 != null),TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1538,RC-0733,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,102,TankManager$$TankWar.keyReleaseBehandeln,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,23,TankManager$$TankWar.tank1,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,FIELD_REFERENCE,tank1.keyReleaseBehandeln(key);,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1565,RC-0734,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,145,TankManager$$TankWar.komponenteMalen,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,221,TankManager$$TankWar.addEnemyTank,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,METHOD_CALL,addEnemyTank();,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1568,RC-0735,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,150,TankManager$$TankWar.komponenteMalen,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,25,TankManager$$TankWar.base,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,FIELD_REFERENCE,if (base != null && base.energie <= 0) {,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1576,RC-0736,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,160,TankManager$$TankWar.komponenteMalen,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,29,TankManager$$TankWar.brickwall,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,FIELD_REFERENCE,gruppeMalen(brickwall);,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1572,RC-0737,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,154,TankManager$$TankWar.komponenteMalen,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,41,TankManager$$TankWar.enemyTankNum,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,FIELD_REFERENCE,if (tankAllNum + enemyTankNum == 0) {,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1560,RC-0738,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,139,TankManager$$TankWar.komponenteMalen,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,43,TankManager$$TankWar.game,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,FIELD_REFERENCE,if (!game) {,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1563,RC-0738,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,142,TankManager$$TankWar.komponenteMalen,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,43,TankManager$$TankWar.game,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,FIELD_REFERENCE,game = true;,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1573,RC-0738,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,155,TankManager$$TankWar.komponenteMalen,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,43,TankManager$$TankWar.game,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,FIELD_REFERENCE,game = false;,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1586,RC-0739,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,165,TankManager$$TankWar.komponenteMalen,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,31,TankManager$$TankWar.grasswall,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,FIELD_REFERENCE,gruppeMalen(grasswall);,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1577,RC-0740,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,160,TankManager$$TankWar.komponenteMalen,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,171,TankManager$$TankWar.gruppeMalen,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,METHOD_CALL,gruppeMalen(brickwall);,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1579,RC-0740,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,161,TankManager$$TankWar.komponenteMalen,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,171,TankManager$$TankWar.gruppeMalen,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,METHOD_CALL,gruppeMalen(tankMenge);,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1581,RC-0740,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,162,TankManager$$TankWar.komponenteMalen,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,171,TankManager$$TankWar.gruppeMalen,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,METHOD_CALL,gruppeMalen(waterwall);,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1583,RC-0740,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,163,TankManager$$TankWar.komponenteMalen,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,171,TankManager$$TankWar.gruppeMalen,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,METHOD_CALL,gruppeMalen(missilesMenge);,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1585,RC-0740,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,164,TankManager$$TankWar.komponenteMalen,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,171,TankManager$$TankWar.gruppeMalen,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,METHOD_CALL,gruppeMalen(metalwall);,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1587,RC-0740,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,165,TankManager$$TankWar.komponenteMalen,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,171,TankManager$$TankWar.gruppeMalen,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,METHOD_CALL,gruppeMalen(grasswall);,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1567,RC-0741,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,148,TankManager$$TankWar.komponenteMalen,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,18,TankManager$$TankWar.maler,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,FIELD_REFERENCE,maler.setStatus(GameManager.LOSE);,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1570,RC-0741,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,152,TankManager$$TankWar.komponenteMalen,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,18,TankManager$$TankWar.maler,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,FIELD_REFERENCE,maler.setStatus(GameManager.LOSE);,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1575,RC-0741,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,158,TankManager$$TankWar.komponenteMalen,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,18,TankManager$$TankWar.maler,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,FIELD_REFERENCE,maler.setStatus(GameManager.LEVEL);,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1588,RC-0741,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,168,TankManager$$TankWar.komponenteMalen,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,18,TankManager$$TankWar.maler,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,FIELD_REFERENCE,maler.setStatus(GameManager.WIN);,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1561,RC-0742,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,140,TankManager$$TankWar.komponenteMalen,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,179,TankManager$$TankWar.mapLaden,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,METHOD_CALL,mapLaden();,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1564,RC-0743,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,144,TankManager$$TankWar.komponenteMalen,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,44,TankManager$$TankWar.mapReady,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,FIELD_REFERENCE,if (mapReady) {,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1584,RC-0744,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,164,TankManager$$TankWar.komponenteMalen,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,30,TankManager$$TankWar.metalwall,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,FIELD_REFERENCE,gruppeMalen(metalwall);,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1582,RC-0745,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,163,TankManager$$TankWar.komponenteMalen,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,28,TankManager$$TankWar.missilesMenge,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,FIELD_REFERENCE,gruppeMalen(missilesMenge);,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1566,RC-0746,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,146,TankManager$$TankWar.komponenteMalen,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,23,TankManager$$TankWar.tank1,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,FIELD_REFERENCE,if (tank1 == null) {,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1571,RC-0747,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,154,TankManager$$TankWar.komponenteMalen,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,39,TankManager$$TankWar.tankAllNum,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,FIELD_REFERENCE,if (tankAllNum + enemyTankNum == 0) {,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1574,RC-0748,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,156,TankManager$$TankWar.komponenteMalen,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,27,TankManager$$TankWar.tankMenge,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,FIELD_REFERENCE,tankMenge.removeAllElements();,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1578,RC-0748,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,161,TankManager$$TankWar.komponenteMalen,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,27,TankManager$$TankWar.tankMenge,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,asset9,true,FIELD_REFERENCE,gruppeMalen(tankMenge);,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
